-2.233390876337230111e+03,0.000000000000000000e+00,0.000000000000000000e+00
-2.009945498391969977e+03,0.000000000000000000e+00,0.000000000000000000e+00
-1.749530762156100081e+03,0.000000000000000000e+00,0.000000000000000000e+00
-1.809947087531420038e+03,0.000000000000000000e+00,0.000000000000000000e+00
-1.942236604373940054e+03,0.000000000000000000e+00,0.000000000000000000e+00
-2.009946345124539903e+03,0.000000000000000000e+00,0.000000000000000000e+00
-2.009946345124549907e+03,0.000000000000000000e+00,0.000000000000000000e+00
-2.009946345124549907e+03,0.000000000000000000e+00,0.000000000000000000e+00
-2.009946345124549907e+03,0.000000000000000000e+00,0.000000000000000000e+00
-2.248695409300250049e+03,0.000000000000000000e+00,0.000000000000000000e+00
-2.248695409300250049e+03,0.000000000000000000e+00,0.000000000000000000e+00
-2.134098216773159947e+03,0.000000000000000000e+00,0.000000000000000000e+00
-2.009946345124549907e+03,0.000000000000000000e+00,0.000000000000000000e+00
-2.009946345124549907e+03,0.000000000000000000e+00,0.000000000000000000e+00
-2.009946345124549907e+03,0.000000000000000000e+00,0.000000000000000000e+00
-2.009946345124549907e+03,0.000000000000000000e+00,0.000000000000000000e+00
-1.856821330699049895e+03,0.000000000000000000e+00,0.000000000000000000e+00
-2.009946345124549907e+03,0.000000000000000000e+00,0.000000000000000000e+00
-2.009946345124549907e+03,0.000000000000000000e+00,0.000000000000000000e+00
-2.009946345124549907e+03,0.000000000000000000e+00,0.000000000000000000e+00
-2.009946345124549907e+03,0.000000000000000000e+00,0.000000000000000000e+00
-2.009946345124549907e+03,0.000000000000000000e+00,0.000000000000000000e+00
-1.870363231358950088e+03,0.000000000000000000e+00,0.000000000000000000e+00
-1.930779473315659970e+03,0.000000000000000000e+00,0.000000000000000000e+00
